acci_ref,loc_east_osgr,loc_nor_osgr,longitude,latitude,date,_months_,day_of_week,time,hour_of_day,time_category,loc_auth_ons_distr,first_road_class,first_road_num,road_type,speed_limit,junc_detail,sec_road_class,ped_cross_hum_con,ped_cross_phy_facil,light_con,weath_con,road_surf_con,spec_con_site,carri_haz,urb_or_rur_area,did_poli_offi_att,tru_road_flag,lsoa_of_acc_loc,num_of_casu,num_of_vehi,acci_severity
451016422,494271,141684,-0.653064,51.166639,1/23/2021,jan,7,11:30:00,11,morni,E07000216,6,0,6,20,0,0,0,0,1,1,2,0,0,2,1,2,E01030939,1,2,3
451016426,528308,143856,-0.165705,51.179546,1/23/2021,jan,7,10:38:00,10,morni,E07000211,6,0,6,30,0,0,0,0,1,1,4,0,0,1,1,2,E01030587,1,2,3
451016437,505150,170380,-0.489081,51.422687,1/23/2021,jan,7,13:00:00,13,after,E07000213,6,0,6,30,6,6,0,0,1,1,1,0,0,1,1,2,E01030726,1,2,3
451016477,526361,159078,-0.188178,51.316786,1/22/2021,jan,6,21:05:00,21,eveni,E07000211,6,0,6,30,0,0,0,0,6,1,1,0,0,2,1,2,E01030565,1,1,2
451016500,492057,162583,-0.67935,51.354873,1/5/2021,jan,3,20:15:00,20,eveni,E07000214,3,322,3,70,0,0,0,0,4,2,2,0,0,2,1,2,E01030780,1,1,3
451016541,521315,159461,-0.260418,51.321326,1/24/2021,jan,1,10:20:00,10,morni,E07000208,6,0,6,30,1,4,0,0,1,3,4,0,0,1,1,2,E01030380,1,2,3
451016545,527100,157065,-0.178296,51.29853,1/23/2021,jan,7,11:30:00,11,morni,E07000211,4,2032,6,60,0,0,0,0,1,1,1,0,0,2,1,2,E01030567,1,1,2
451016553,536324,148429,-0.049358,51.218789,1/21/2021,jan,5,21:05:00,21,eveni,E07000215,3,22,6,30,3,6,0,0,4,1,2,0,0,2,1,2,E01030826,1,2,2
451016556,519375,142434,-0.293916,51.168697,1/24/2021,jan,1,13:05:00,13,after,E07000210,6,0,6,30,0,0,0,0,1,3,3,0,0,2,1,2,E01030528,1,2,2
451016560,518325,161459,-0.302644,51.339912,1/24/2021,jan,1,10:01:00,10,morni,E07000208,6,0,6,40,0,0,0,0,4,8,2,0,0,2,2,2,E01030405,1,2,3
451016576,501113,152772,-0.552115,51.265143,1/23/2021,jan,7,15:15:00,15,after,E07000209,6,0,6,40,3,6,0,0,1,1,1,0,0,2,2,2,E01030434,1,2,3
451016787,524818,154931,-0.211757,51.279856,1/24/2021,jan,1,12:08:00,12,after,E07000211,6,0,6,30,0,0,0,0,1,3,3,0,0,2,1,2,E01030591,1,1,3
451016855,497149,153857,-0.608621,51.275585,1/24/2021,jan,1,13:40:00,13,after,E07000209,3,322,6,40,3,6,0,0,1,3,4,0,0,1,1,2,E01030499,1,2,3
451016857,502557,150587,-0.532051,51.245244,1/7/2021,jan,5,12:03:00,12,after,E07000209,3,25,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030461,1,1,3
451016901,516475,158163,-0.330268,51.31067,1/25/2021,jan,2,8:20:00,8,morni,E07000210,1,25,3,70,0,0,0,0,1,8,2,0,0,1,1,1,E01030551,2,4,3
451017040,484112,149362,-0.796531,51.237248,1/25/2021,jan,2,12:05:00,12,after,E07000216,6,0,6,30,0,0,0,0,1,8,2,0,0,1,2,2,E01030901,1,2,3
451017151,505374,159599,-0.489052,51.325739,1/26/2021,jan,3,15:31:00,15,after,E07000209,6,0,6,40,0,0,0,0,1,1,4,0,0,2,1,2,E01030458,1,1,3
451017161,497100,143765,-0.612054,51.184873,1/26/2021,jan,3,18:38:00,18,eveni,E07000216,3,3,6,30,6,4,0,0,4,2,2,0,0,1,1,2,E01030916,3,2,2
451017167,528419,144001,-0.164066,51.180824,1/26/2021,jan,3,18:21:00,18,eveni,E07000211,3,23,1,30,1,3,0,0,6,2,2,0,0,1,1,2,E01030576,1,2,2
451017302,534683,155924,-0.070023,51.286535,1/27/2021,jan,4,9:10:00,9,morni,E07000215,3,22,6,60,0,0,0,0,1,1,2,0,0,2,1,2,E01030851,1,1,2
451017329,498912,160741,-0.581448,51.337164,1/27/2021,jan,4,9:30:00,9,morni,E07000214,3,1,6,50,3,6,0,0,1,8,2,0,0,1,1,2,E01030764,1,2,3
451017474,518391,156323,-0.303401,51.293737,1/27/2021,jan,4,20:51:00,20,eveni,E07000210,1,25,3,70,0,0,0,0,4,2,2,0,0,2,1,1,E01030510,2,1,3
451017482,535500,150490,-0.060371,51.237507,1/27/2021,jan,4,22:07:00,22,eveni,E07000215,6,0,9,40,0,0,0,0,6,2,2,0,0,2,1,2,E01030825,1,1,2
451017766,509712,170158,-0.423563,51.419829,1/28/2021,jan,5,14:30:00,14,after,E07000213,3,308,3,30,0,0,0,0,1,1,1,0,0,1,2,2,E01030751,1,2,3
451017779,516264,149742,-0.336031,51.235024,1/28/2021,jan,5,15:57:00,15,after,E07000210,3,2003,6,30,0,0,0,0,1,1,2,0,0,1,1,2,E01030532,2,1,3
451017795,521152,165867,-0.260579,51.378935,1/28/2021,jan,5,16:00:00,16,after,E07000208,4,284,6,30,3,6,0,0,1,2,2,0,0,1,2,2,E01030388,1,2,3
451017809,527004,144663,-0.184066,51.187089,1/28/2021,jan,5,22:15:00,22,eveni,E07000211,6,0,6,30,6,6,0,0,4,1,2,0,0,2,1,2,E01030584,1,2,3
451017932,483246,146427,-0.809614,51.210989,1/29/2021,jan,6,9:00:00,9,morni,E07000216,6,0,6,20,9,3,0,0,1,2,2,0,0,1,2,2,E01030884,1,1,3
451017937,516319,166626,-0.329743,51.386767,1/28/2021,jan,5,20:00:00,20,eveni,E07000207,6,0,6,30,3,3,0,0,4,2,2,0,0,1,2,2,E01030353,1,2,3
451017939,486117,159823,-0.765299,51.330992,1/28/2021,jan,5,18:11:00,18,eveni,E07000214,6,0,6,20,0,0,0,1,4,1,1,0,0,1,2,2,E01030793,1,1,3
451017956,517096,163842,-0.319497,51.361584,1/29/2021,jan,6,12:03:00,12,after,E07000207,3,3,3,70,0,0,0,0,1,2,2,0,0,2,1,1,E01030296,1,1,3
451017996,486242,158851,-0.76374,51.322236,1/28/2021,jan,5,10:07:00,10,morni,E07000214,3,331,3,50,6,6,0,0,1,1,1,1,0,2,1,2,E01030803,1,2,3
451018060,541869,154427,0.032362,51.271339,1/27/2021,jan,4,6:57:00,6,morni,E07000215,1,25,3,70,0,0,0,0,1,2,2,0,0,2,1,1,E01032571,4,2,3
451018061,515400,167856,-0.342545,51.39801,1/29/2021,jan,6,16:05:00,16,after,E07000207,3,309,6,40,6,6,0,8,1,1,2,0,0,1,1,2,E01030351,1,2,3
451018098,540205,153987,0.008351,51.267797,1/30/2021,jan,7,7:45:00,7,morni,E07000215,1,25,3,70,0,0,0,0,6,2,2,0,0,2,1,1,E01030831,4,2,2
451018137,490926,163071,-0.695463,51.359442,1/30/2021,jan,7,8:52:00,8,morni,E07000214,3,30,6,40,0,0,0,8,1,2,2,4,0,2,1,2,E01030760,1,1,1
451126575,533069,157094,-0.092717,51.297428,12/28/2021,dec,3,2:55:00,2,night,E07000215,6,0,1,30,2,6,0,0,4,2,2,0,0,1,1,2,E01030844,4,2,2
451018148,491850,155697,-0.684095,51.293005,1/30/2021,jan,7,16:00:00,16,after,E07000209,6,0,6,30,0,0,0,0,1,2,2,0,0,2,1,2,E01030473,1,1,3
451018157,500942,158722,-0.552887,51.318659,1/30/2021,jan,7,18:15:00,18,eveni,E07000217,6,0,6,40,0,0,0,0,4,1,1,0,0,1,1,2,E01030988,1,2,3
451018166,506932,171586,-0.463097,51.433194,1/30/2021,jan,7,19:10:00,19,eveni,E07000213,4,378,6,30,3,6,0,0,4,1,2,0,0,1,1,2,E01030712,1,2,3
451018172,486333,160119,-0.762128,51.333621,1/30/2021,jan,7,17:30:00,17,after,E07000214,6,0,6,30,6,6,0,0,4,8,2,0,0,1,1,2,E01030793,4,2,3
451018195,484098,146970,-0.797292,51.215746,1/30/2021,jan,7,8:20:00,8,morni,E07000216,3,325,6,20,0,0,0,0,1,2,2,0,0,1,2,2,E01030895,1,2,3
451018199,503339,143315,-0.522944,51.179735,1/30/2021,jan,7,11:45:00,11,morni,E07000216,4,2128,6,30,0,0,0,0,1,2,2,0,0,2,1,2,E01030940,1,2,3
451018220,532563,155417,-0.100593,51.282476,1/30/2021,jan,7,17:10:00,17,after,E07000215,6,0,6,40,3,4,0,0,5,2,2,0,0,1,2,2,E01030820,1,2,2
451018228,490676,162698,-0.699148,51.356129,1/31/2021,jan,1,11:37:00,11,morni,E07000214,3,30,6,40,0,0,0,0,6,1,1,0,0,2,1,2,E01030760,2,2,3
451018233,494995,159389,-0.638022,51.325678,1/31/2021,jan,1,13:50:00,13,after,E07000214,3,322,6,30,3,6,0,4,1,1,2,0,0,1,2,2,E01030762,1,2,3
451018252,506029,139011,-0.48574,51.140555,1/31/2021,jan,1,18:10:00,18,eveni,E07000216,4,2127,6,30,2,4,0,4,4,8,1,0,0,1,1,2,E01030876,1,1,3
451018256,506153,172657,-0.473979,51.442967,1/31/2021,jan,1,22:32:00,22,eveni,E07000213,3,1,3,40,6,4,0,5,4,2,2,0,0,1,1,1,E01030707,2,2,3
451018502,535207,152885,-0.063662,51.2591,2/1/2021,feb,2,10:50:00,10,morni,E07000215,1,25,3,70,0,0,0,0,1,1,2,0,0,2,1,1,E01030825,2,2,2
451018511,530817,140427,-0.131076,51.14816,2/1/2021,feb,2,12:00:00,12,after,E07000215,6,0,6,40,0,0,0,0,1,9,1,0,0,1,2,2,E01030819,1,2,3
451018540,505952,171637,-0.477175,51.433836,2/1/2021,feb,2,16:05:00,16,after,E07000213,6,0,6,30,0,0,0,4,1,1,2,0,0,1,1,2,E01030713,1,1,3
451018549,510049,170046,-0.418753,51.418757,2/1/2021,feb,2,20:15:00,20,eveni,E07000213,4,1,1,30,1,5,0,0,4,1,1,0,0,1,1,2,E01030755,1,1,3
451018557,508069,159151,-0.450524,51.321207,2/1/2021,feb,2,3:32:00,3,night,E07000209,1,25,3,70,0,0,0,0,4,1,2,0,0,2,1,1,E01030458,1,1,3
451018628,498626,150829,-0.588286,51.248112,2/2/2021,feb,3,6:00:00,6,morni,E07000209,3,322,3,30,0,0,0,0,4,2,2,0,0,1,1,2,E01030495,1,1,3
451018714,488239,149963,-0.737281,51.242028,2/2/2021,feb,3,9:29:00,9,morni,E07000209,3,323,3,30,0,0,0,0,1,1,2,0,0,2,2,2,E01030422,1,2,3
451018810,497203,145208,-0.61019,51.197827,1/7/2021,jan,5,23:53:00,23,eveni,E07000216,6,0,6,30,0,0,0,0,7,8,4,0,0,1,1,2,E01030911,1,2,3
451018822,503685,166267,-0.511345,51.385986,2/2/2021,feb,3,10:05:00,10,morni,E07000212,3,320,1,30,0,0,0,0,1,1,1,0,0,1,2,2,E01030655,1,2,3
451018823,525718,149045,-0.200925,51.226758,2/2/2021,feb,3,14:37:00,14,after,E07000211,4,217,6,30,9,4,0,5,1,1,1,0,0,1,1,2,E01030594,1,2,3
451019086,495896,158354,-0.625373,51.316223,2/3/2021,feb,4,13:05:00,13,after,E07000217,3,1,6,30,9,6,0,0,1,1,2,0,0,1,1,2,E01030978,1,2,3
451019209,510467,165798,-0.414065,51.380492,2/3/2021,feb,4,18:50:00,18,eveni,E07000207,6,0,6,30,0,0,0,0,4,1,2,0,0,1,2,2,E01030367,1,2,3
451019260,507157,164772,-0.461918,51.371904,2/4/2021,feb,5,8:25:00,8,morni,E07000207,3,317,6,30,2,3,0,4,1,1,1,0,0,1,1,2,E01030374,2,2,3
451019354,524365,152452,-0.21911,51.257675,2/3/2021,feb,4,9:30:00,9,morni,E07000211,1,25,3,70,0,0,0,0,1,2,2,0,0,2,1,1,E01030590,2,4,2
451019441,497936,160106,-0.595629,51.331625,2/5/2021,feb,6,7:48:00,7,morni,E07000217,6,0,6,40,0,0,0,0,1,2,2,0,0,2,1,2,E01030967,1,2,2
451019504,502732,164701,-0.525487,51.372083,2/4/2021,feb,5,15:22:00,15,after,E07000212,3,320,1,50,1,3,0,0,1,2,2,0,0,2,1,2,E01030679,2,3,2
451019573,510078,169645,-0.41846,51.415147,2/4/2021,feb,5,15:05:00,15,after,E07000213,6,0,6,30,6,6,0,4,1,1,2,0,0,1,1,2,E01030754,1,1,3
451019628,515246,165533,-0.34551,51.377161,2/4/2021,feb,5,20:40:00,20,eveni,E07000207,3,309,3,40,0,0,0,0,4,2,5,0,0,1,1,2,E01030321,1,1,2
451019641,508976,170303,-0.434099,51.421273,2/5/2021,feb,6,21:25:00,21,eveni,E07000213,4,1,6,30,9,3,0,0,4,8,2,0,0,1,1,2,E01030700,1,2,3
451019662,496677,144111,-0.618011,51.188055,2/5/2021,feb,6,17:20:00,17,after,E07000216,6,0,6,30,3,6,0,0,1,2,2,0,0,2,2,2,E01030914,1,2,2
451019669,527892,147769,-0.170262,51.214807,2/6/2021,feb,7,7:55:00,7,morni,E07000211,3,23,3,40,3,6,0,0,1,1,1,0,0,1,1,2,E01030570,1,2,3
451019703,511675,160521,-0.398368,51.332826,2/6/2021,feb,7,12:45:00,12,after,E07000207,6,0,6,30,3,6,0,0,1,8,2,0,0,1,1,2,E01030301,1,1,3
451019762,495820,157222,-0.626767,51.30606,2/6/2021,feb,7,17:40:00,17,after,E07000217,3,322,6,30,0,0,0,0,4,2,2,0,0,1,1,2,E01030944,2,2,3
451019770,503464,154275,-0.517996,51.278232,2/6/2021,feb,7,19:36:00,19,eveni,E07000209,3,3,3,70,0,0,0,0,6,2,2,0,0,2,1,1,E01030475,1,2,3
451019803,509983,160529,-0.422643,51.333227,2/6/2021,feb,7,17:17:00,17,after,E07000207,3,245,1,30,1,3,0,0,1,1,1,0,0,2,2,2,E01030302,2,2,3
451019813,512386,140611,-0.394407,51.153726,2/6/2021,feb,7,13:50:00,13,after,E07000210,6,0,6,40,0,0,0,0,1,1,1,0,0,2,1,2,E01030557,1,2,2
451019819,503901,157780,-0.510714,51.309659,2/6/2021,feb,7,16:30:00,16,after,E07000209,4,367,6,40,0,0,0,0,1,2,2,0,0,2,1,2,E01030458,1,2,3
451019843,522499,158232,-0.243857,51.310026,2/7/2021,feb,1,18:00:00,18,eveni,E07000208,4,290,6,40,3,4,0,0,6,3,4,0,0,2,1,2,E01030417,1,1,3
451126578,531306,142287,-0.123411,51.164764,12/19/2021,dec,1,16:55:00,16,after,E07000215,6,0,6,40,0,0,0,0,6,1,2,0,0,2,1,2,E01030819,1,1,3
451019850,503242,166043,-0.517774,51.384053,2/6/2021,feb,7,19:38:00,19,eveni,E07000212,3,320,6,50,0,0,0,0,4,2,2,0,2,2,1,2,E01030657,1,4,3
451019857,535994,151907,-0.052762,51.250124,2/7/2021,feb,1,15:04:00,15,after,E07000215,3,22,3,40,0,0,0,0,1,3,3,0,0,2,1,2,E01030825,2,2,3
451019951,528778,156339,-0.154503,51.291629,2/6/2021,feb,7,20:00:00,20,eveni,E07000211,3,23,6,30,0,0,0,0,4,1,2,0,0,1,2,1,E01030569,1,2,3
451020028,507655,171053,-0.452862,51.428266,2/8/2021,feb,2,10:30:00,10,morni,E07000213,4,378,6,30,6,6,0,5,1,8,2,0,0,1,1,2,E01030701,1,1,2
451020069,488722,139075,-0.733049,51.144071,2/8/2021,feb,2,12:34:00,12,after,E07000216,6,0,6,40,0,0,0,0,1,3,3,0,0,2,1,2,E01030879,1,1,3
451020250,504293,171939,-0.500943,51.436859,2/9/2021,feb,3,7:44:00,7,morni,E07000213,3,308,6,30,1,3,0,0,1,3,2,0,0,1,1,1,E01030736,1,2,3
451020306,501586,161467,-0.542867,51.343219,2/6/2021,feb,7,6:00:00,6,morni,E07000217,6,0,6,30,0,0,0,0,4,1,1,0,0,2,2,2,E01030965,1,2,3
451020346,488897,135152,-0.731514,51.108776,2/9/2021,feb,3,8:42:00,8,morni,E07000216,3,287,6,40,0,0,0,0,1,3,3,0,0,2,1,2,E01030929,1,1,3
451020379,507315,162378,-0.46037,51.350356,2/8/2021,feb,2,21:09:00,21,eveni,E07000207,4,374,6,30,0,0,0,0,4,3,2,0,0,1,2,2,E01030347,2,2,3
451020443,492601,161873,-0.671725,51.348402,2/8/2021,feb,2,8:25:00,8,morni,E07000214,6,0,6,30,0,0,0,0,1,3,4,0,7,2,2,2,E01030778,1,1,3
451020649,523229,159989,-0.232783,51.32566,2/10/2021,feb,4,8:30:00,8,morni,E07000211,4,291,6,30,9,3,0,5,1,1,1,0,0,1,1,2,E01030605,1,2,2
451020666,493725,141661,-0.660877,51.166522,2/10/2021,feb,4,14:00:00,14,after,E07000216,3,3,3,70,0,0,0,0,1,1,1,0,0,2,1,1,E01030937,2,2,3
451020680,514461,167909,-0.35602,51.398676,2/10/2021,feb,4,13:15:00,13,after,E07000207,6,0,6,30,9,6,0,0,1,1,1,0,0,1,2,2,E01030327,1,1,3
451020698,527926,150419,-0.168831,51.238616,2/8/2021,feb,2,18:00:00,18,eveni,E07000211,3,25,6,30,0,0,0,0,4,6,3,0,0,1,2,2,E01030615,1,2,3
451020701,531526,150186,-0.117375,51.235704,2/9/2021,feb,3,6:25:00,6,morni,E07000215,1,23,3,70,0,0,0,0,6,3,2,0,0,2,1,1,E01030814,1,2,3
451020725,520240,163210,-0.274574,51.355248,2/10/2021,feb,4,16:30:00,16,after,E07000208,4,1,6,40,0,0,0,4,1,1,1,0,0,1,1,2,E01030383,1,2,3
451020736,508522,170414,-0.440591,51.422358,2/10/2021,feb,4,20:46:00,20,eveni,E07000213,3,308,6,40,0,0,0,0,7,1,1,0,0,1,1,2,E01030698,1,2,3
451020986,499724,149597,-0.572901,51.236846,2/11/2021,feb,5,14:20:00,14,after,E07000209,6,0,6,30,9,6,0,0,1,1,4,0,0,1,1,2,E01030451,1,2,3
451021005,509105,167831,-0.433004,51.399029,2/1/2021,feb,2,17:17:00,17,after,E07000213,6,0,6,30,0,0,0,0,4,1,1,0,0,1,2,2,E01030719,1,2,3
451021073,534785,156500,-0.068343,51.291687,2/12/2021,feb,6,8:44:00,8,morni,E07000215,3,22,3,50,0,0,0,0,1,1,4,0,0,2,1,2,E01030861,2,1,3
451021135,502299,172606,-0.529428,51.443217,2/9/2021,feb,3,17:30:00,17,after,E07000213,3,30,3,30,0,0,0,0,4,1,2,0,0,2,2,1,E01030735,1,3,3
451021174,532711,156029,-0.098245,51.287941,2/11/2021,feb,5,7:40:00,7,morni,E07000215,6,0,6,30,2,6,0,0,1,1,4,0,0,1,1,2,E01030858,1,1,2
451021219,500552,150412,-0.560816,51.244027,2/12/2021,feb,6,13:20:00,13,after,E07000209,3,3,6,30,0,0,0,0,1,4,1,0,0,1,1,2,E01030438,1,2,3
451021235,505649,155137,-0.486426,51.28558,2/12/2021,feb,6,15:00:00,15,after,E07000209,6,0,6,60,0,0,0,0,1,1,4,0,0,2,1,2,E01030459,1,2,3
451021237,513204,158285,-0.377139,51.312426,2/12/2021,feb,6,16:30:00,16,after,E07000207,6,0,6,40,0,0,0,0,1,1,4,5,2,2,1,2,E01030343,2,1,2
451021247,488315,150075,-0.736165,51.243023,2/12/2021,feb,6,18:54:00,18,eveni,E07000209,3,331,3,70,5,3,0,0,6,1,4,0,0,2,1,2,E01030422,1,1,3
451021260,507142,173037,-0.459639,51.446197,2/12/2021,feb,6,23:06:00,23,eveni,E07000213,3,30,3,40,0,0,0,0,4,1,4,0,0,2,1,1,E01030709,1,6,3
451021265,504069,136668,-0.514423,51.119853,2/12/2021,feb,6,9:10:00,9,morni,E07000216,3,281,6,60,0,0,0,0,1,1,1,0,0,2,1,2,E01030862,1,4,3
451021322,515601,146656,-0.346516,51.207421,2/13/2021,feb,7,14:35:00,14,after,E07000210,6,0,6,60,0,0,0,0,1,1,4,0,2,2,1,2,E01030544,1,2,3
451021326,506739,166768,-0.467322,51.389924,2/13/2021,feb,7,11:30:00,11,morni,E07000213,4,375,6,30,0,0,0,0,1,1,1,0,0,2,1,2,E01030730,1,3,3
451021343,515348,157352,-0.346692,51.30361,2/12/2021,feb,6,17:35:00,17,after,E07000210,3,245,6,30,3,6,0,0,6,1,2,0,0,2,1,2,E01030548,1,1,3
451021368,505967,173535,-0.476391,51.450894,2/12/2021,feb,6,15:30:00,15,after,E07000213,6,0,6,30,0,0,0,0,1,2,1,0,0,1,1,2,E01030745,1,1,3
451021385,502122,148059,-0.539001,51.222598,2/13/2021,feb,7,17:02:00,17,after,E07000209,6,0,6,30,0,0,0,0,6,1,1,0,0,2,1,2,E01030454,1,2,3
451021452,487592,160770,-0.743901,51.33928,2/14/2021,feb,1,17:40:00,17,after,E07000214,6,0,6,30,9,6,0,0,4,2,2,0,0,1,1,2,E01030800,1,2,2
451021722,489047,153387,-0.724858,51.272684,2/15/2021,feb,2,10:29:00,10,morni,E07000209,6,0,6,30,3,6,0,0,1,2,2,0,0,1,2,2,E01030429,1,2,3
451021739,520343,163264,-0.273077,51.355712,2/15/2021,feb,2,11:34:00,11,morni,E07000208,4,2200,3,30,0,0,0,0,1,1,2,0,0,2,1,2,E01030383,1,2,2
451021753,525039,150318,-0.210201,51.238348,2/12/2021,feb,6,11:07:00,11,morni,E07000211,6,0,6,30,0,0,0,5,1,1,1,0,0,1,2,2,E01030620,1,1,2
451021758,499412,150559,-0.577103,51.245548,2/15/2021,feb,2,18:00:00,18,eveni,E07000209,3,322,1,30,0,0,0,4,4,1,1,0,0,1,1,2,E01030450,1,1,3
451126592,501426,152419,-0.547731,51.261914,12/27/2021,dec,2,12:45:00,12,after,E07000209,3,3100,1,30,0,0,0,0,1,2,2,0,0,1,3,2,E01030434,1,2,3
451021762,517136,152307,-0.322708,51.2579,2/15/2021,feb,2,19:38:00,19,eveni,E07000210,6,0,6,30,3,6,0,0,6,7,2,0,2,2,1,2,E01030556,1,1,2
451021851,495533,147889,-0.633371,51.222209,2/16/2021,feb,3,8:48:00,8,morni,E07000209,3,3,3,70,0,0,0,0,1,2,2,0,0,2,1,1,E01030478,1,1,3
451021932,487568,160520,-0.744307,51.337036,2/16/2021,feb,3,11:00:00,11,morni,E07000214,6,0,6,30,0,0,0,4,1,1,2,0,0,1,1,2,E01030800,1,1,3
451022057,531866,140965,-0.11589,51.152755,2/16/2021,feb,3,15:45:00,15,after,E07000215,4,2037,6,30,0,0,0,0,1,1,2,0,0,2,1,2,E01030819,1,1,3
451022061,502321,154187,-0.534403,51.277647,2/16/2021,feb,3,20:48:00,20,eveni,E07000209,6,0,6,60,0,0,0,0,6,2,2,0,0,2,1,2,E01030475,1,1,3
451022087,506108,172639,-0.474631,51.442814,2/16/2021,feb,3,15:12:00,15,after,E07000213,3,30,3,30,0,0,0,0,1,1,2,0,0,1,2,1,E01030707,1,2,3
451022213,527590,149223,-0.174067,51.227943,2/17/2021,feb,4,8:35:00,8,morni,E07000211,3,23,3,30,6,6,0,0,1,2,2,0,0,1,1,2,E01030574,2,2,2
451022304,488851,132443,-0.732837,51.084429,2/17/2021,feb,4,18:15:00,18,eveni,E07000216,3,287,6,30,7,6,0,0,6,1,2,0,0,1,1,2,E01030928,2,4,3
451022311,530782,151066,-0.127706,51.243784,2/13/2021,feb,7,11:45:00,11,morni,E07000215,6,0,6,40,0,0,0,0,1,1,4,5,0,2,1,2,E01030813,1,2,3
451022343,488741,132784,-0.734323,51.087512,2/17/2021,feb,4,18:12:00,18,eveni,E07000216,4,2131,6,30,9,6,0,1,4,2,2,0,0,1,2,2,E01030928,1,1,3
451022431,515357,168425,-0.342979,51.403133,2/15/2021,feb,2,9:30:00,9,morni,E07000207,3,3050,6,30,3,3,0,0,1,1,2,0,0,1,2,2,E01030326,1,2,3
451022473,499863,150923,-0.570542,51.248742,2/17/2021,feb,4,18:35:00,18,eveni,E07000209,3,3,7,40,0,0,0,0,4,4,2,0,0,2,2,1,E01030439,1,2,3
451022510,528366,143902,-0.16486,51.179946,2/18/2021,feb,5,13:00:00,13,after,E07000211,3,23,6,30,3,6,0,0,1,1,2,0,0,1,1,2,E01030576,1,2,3
451022535,525706,149058,-0.201092,51.226877,2/18/2021,feb,5,13:40:00,13,after,E07000211,3,1,6,30,8,6,0,0,1,1,2,0,0,1,1,2,E01030594,1,2,3
451022611,490167,142244,-0.711605,51.172334,2/13/2021,feb,7,17:00:00,17,after,E07000216,6,0,9,20,0,0,0,0,6,1,1,0,0,2,1,2,E01030877,1,1,2
451022731,500450,158493,-0.560009,51.316688,2/18/2021,feb,5,11:45:00,11,morni,E07000217,3,320,6,30,0,0,0,5,1,1,2,0,0,1,2,2,E01030993,1,2,3
451022741,520824,160623,-0.267068,51.331874,2/19/2021,feb,6,12:28:00,12,after,E07000208,3,24,2,30,9,3,0,4,1,1,1,0,0,1,1,2,E01030411,1,1,3
451022792,540026,151056,0.004641,51.241502,2/19/2021,feb,6,15:00:00,15,after,E07000215,4,1,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030841,1,1,2
451022860,496102,158515,-0.622375,51.317636,2/19/2021,feb,6,12:30:00,12,after,E07000217,6,0,6,30,8,6,0,0,1,1,1,0,0,1,1,2,E01030977,1,2,3
451022877,503637,171249,-0.510579,51.430777,2/20/2021,feb,7,12:45:00,12,after,E07000213,4,376,9,30,0,0,0,0,1,1,1,0,0,1,2,2,E01030727,1,2,2
451022890,514929,167504,-0.349427,51.394941,2/20/2021,feb,7,19:40:00,19,eveni,E07000207,6,0,6,30,3,4,0,8,4,1,1,0,0,1,1,2,E01030328,1,2,2
451022967,505419,168572,-0.485751,51.406386,2/21/2021,feb,1,17:49:00,17,after,E07000213,4,376,6,30,0,0,0,0,4,1,2,0,0,2,1,2,E01030721,2,2,1
451022981,502243,152500,-0.536002,51.262496,2/21/2021,feb,1,21:30:00,21,eveni,E07000209,6,0,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030435,1,1,3
451023076,522084,162113,-0.24848,51.344997,2/22/2021,feb,2,7:57:00,7,morni,E07000208,3,24,1,40,1,6,0,4,1,1,1,0,0,1,2,2,E01030392,1,2,3
451023106,535480,158661,-0.057562,51.310943,2/22/2021,feb,2,9:50:00,9,morni,E07000215,4,269,6,30,9,6,0,0,1,1,1,0,0,1,1,2,E01030853,1,1,2
451023188,488926,150321,-0.727353,51.24514,2/21/2021,feb,1,10:20:00,10,morni,E07000209,3,323,6,30,0,0,0,4,1,1,1,0,0,1,2,2,E01030424,1,2,3
451023234,500084,166851,-0.562911,51.391882,2/22/2021,feb,2,21:37:00,21,eveni,E07000212,1,3,3,70,0,0,0,0,4,1,1,0,0,2,1,1,E01030677,1,2,3
451023262,497451,144318,-0.606883,51.189784,2/22/2021,feb,2,8:35:00,8,morni,E07000216,3,3100,1,20,1,3,0,0,1,1,1,0,0,1,2,2,E01030922,1,2,3
451023319,494285,143065,-0.652503,51.179051,2/23/2021,feb,3,8:45:00,8,morni,E07000216,3,283,6,30,1,3,0,0,1,4,1,0,0,2,1,2,E01030937,1,1,3
451023341,489712,149137,-0.716392,51.234373,2/19/2021,feb,6,17:27:00,17,after,E07000209,6,0,6,30,0,0,0,0,7,1,1,0,0,2,2,2,E01030423,1,1,2
451023379,499893,170826,-0.564538,51.427646,2/19/2021,feb,6,17:45:00,17,after,E07000212,3,30,3,30,3,6,0,0,1,1,1,0,0,1,2,2,E01030672,2,2,3
451023392,498244,151613,-0.593542,51.255225,2/23/2021,feb,3,13:20:00,13,after,E07000209,3,322,6,40,6,3,0,5,1,1,1,0,0,1,1,2,E01030485,1,2,3
451023398,521031,160761,-0.264051,51.33307,2/23/2021,feb,3,12:50:00,12,after,E07000208,4,1,6,30,9,4,0,0,1,1,1,0,0,1,1,2,E01030412,1,1,2
451023420,508827,170327,-0.436233,51.421518,2/23/2021,feb,3,7:26:00,7,morni,E07000213,3,308,3,40,0,0,0,8,1,1,2,0,0,1,2,2,E01030700,1,1,2
